date,Headline,Impact - Raw,Impact - units recalled,Impact - injured or killed,Impact - duration,Impact - duration unit,Impact - hours,Impact - customers affected,Impact - Qty,Currency Symbol,Impact - Currency,Country,Failure Type,Organization Type,Government Type,Government Department,Industry Area,url,title,Project,Companies,Theme,tags
2010-10-01T07:00:00Z,Virgin Blue Sues Reservation & Ticketing System Developer for AU$20 Million,Goes after Accenture-owned Navitaire,,,,,,,2.00E+07,$,AUD,Australia,Operational Failure,Commercial,,,Air Transport,http://spectrum.ieee.org/riskfactor/aerospace/aviation/virgin-blue-may-want-a20-million-for-reservation-system-meltdown,Virgin Blue May Want $A20 Million For Reservation System Meltdown,,,airport/port/customs systems,"Australia,Operational Failure,Commercial,,,Air Transport,$,airport/port/customs systems,,,Impact - Raw,Impact - Qty,Impact - Currency"
2011-05-01T07:00:00Z,"US Diversity Visa Lottery Programming Error Means 22,000 Lottery Winners Aren't","State Dept. says lottery not fair, starts over",,,,,,22000,,,,US,Operational Failure,Government,National,Customs,,http://spectrum.ieee.org/riskfactor/computing/software/us-diversity-visa-lottery-programming-problem-22000-unhappy-147-million-happy-about-the-glitch,"US Diversity Visa Lottery Programming Problem: 22,000 Unhappy, 14.7 Million Happy about the Glitch",,,airport/port/customs systems,"US,Operational Failure,Government,National,Customs,,,airport/port/customs systems,,,Impact - Raw,Impact - customers affected"
2011-11-01T07:00:00Z,Amadeus Reservation System Glitch Affects Airlines Worldwide,"Boarding passes had to be printed out by hand by Qantas, BA, Air France and Lufthansa for several hours",,,140,minutes,2.333333333,,,,,Worldwide,Operational Failure,Commercial,,,Air Transport,http://spectrum.ieee.org/riskfactor/aerospace/aviation/worldwide-airline-reservation-hiccup-cured,World-wide Airline Reservation Hiccup Cured,,,airport/port/customs systems,"Worldwide,Operational Failure,Commercial,,,Air Transport,,airport/port/customs systems,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2012-03-01T07:00:00Z,United-Continental Merged Reservation System Hits Major Turbulence,"United CEO claimed that system was well prepared, but it was anything but",,,1,months,720,,,,,US,Operational Failure,Commercial,,,Air Transport,http://spectrum.ieee.org/riskfactor/aerospace/aviation/united-airlines-reservation-system-cutover-still-hitting-patches-of-rough-air,United Airlines Reservation System Cut-Over Hits Another Patch of Rough Air,,,airport/port/customs systems,"US,Operational Failure,Commercial,,,Air Transport,,airport/port/customs systems,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2012-10-01T07:00:00Z,Sprint Cable Cut Hits Airlines using Sabre Reservation System for an Hour,"Alaska, American, Frontier and SouthWest all affected",,,1,hours,1,7000,,,,US,Operational Failure,Commercial,,,Telecom,http://spectrum.ieee.org/riskfactor/aerospace/aviation/sprint-cable-cuts-smack-alaska-airlines-hard,Sprint Cable Cuts Smack Alaska Airlines Hard,,,"airport/port/customs systems, telecom","US,Operational Failure,Commercial,,,Telecom,,airport/port/customs systems,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours,Impact - customers affected"
2013-04-01T07:00:00Z,American Airlines Reservation System Out for Over Four Hours Due to Software Issue,"Connectivity issues cited, 970 flights canceled and 1068 delayed",,,4,hours,4,,,,,Worldwide,Operational Failure,Commercial,,,Air Transport,http://spectrum.ieee.org/riskfactor/aerospace/aviation/american-airlines-still-recovering-from-software-issue-that-grounded-flights-yesterday,American Airlines Still Recovering from “Software Issue” That Grounded Flights Yesterday,,,airport/port/customs systems,"Worldwide,Operational Failure,Commercial,,,Air Transport,,airport/port/customs systems,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2013-06-01T07:00:00Z,Southwest Airlines Grounds Entire Fleet for Three Hours After Computer Failure,"57 Flights cancelled, 250 others grounded",,,3,hours,3,,,,,US,Operational Failure,Commercial,,,Air Transport,http://spectrum.ieee.org/riskfactor/computing/it/it-hiccups-of-the-week-southwest-airlines-computer-failure-grounded-all-flights,IT Hiccups of the Week: Southwest Airlines Computer Failure Grounded All Flights,,,airport/port/customs systems,"US,Operational Failure,Commercial,,,Air Transport,,airport/port/customs systems,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2013-08-01T07:00:00Z,Sabre Reservation System Experiences Worldwide Outage for 2 Hours,"Dozens of flights around the world canceled, many more delayed",,,2,hours,2,,,,,Worldwide,Operational Failure,Commercial,,,Air Transport,http://spectrum.ieee.org/riskfactor/computing/it/it-hiccups-of-the-week-sabre-outage-hit-flights-worldwide,IT Hiccups of the Week: Sabre Outage Hit Flights Worldwide,,,airport/port/customs systems,"Worldwide,Operational Failure,Commercial,,,Air Transport,,airport/port/customs systems,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2013-12-01T07:00:00Z,"UK NATS System Crashes, Snarls Air Traffic Across Britain and Europe","300 flights cancelled, 1400 delayed over two days",,,2,days,48,,,,,UK,Operational Failure,Commercial,,,Air Transport,http://spectrum.ieee.org/riskfactor/computing/it/uk-air-traffic-control-problem-snarls-flights-over-weekend,UK Air Traffic Control Problem Snarls Flights over Weekend,,,airport/port/customs systems,"UK,Operational Failure,Commercial,,,Air Transport,,airport/port/customs systems,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2014-03-01T07:00:00Z,UK £750 Million e-Borders Project Finally Ends,"Some £583 Million in total written off (£259 million in orginal costs, as well as $224 Million that had to be paid to Raytheon after arbritration for contracty termination fees)",,,,,,,583000000,£,GBP,UK,Project Failure,Government,National,Customs,,http://www.computerweekly.com/news/2240216029/Government-finally-scraps-e-Borders-programme; https://www.gov.uk/government/news/home-secretary-letter-on-the-e-borders-programme-arbitration,Government finally ends e-Borders programme || Home Secretary letter on the e-Borders programme arbitration,,,"airport/port/customs systems, project termination/cancellation","UK,Project Failure,Government,National,Customs,,£,airport/port/customs systems, project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2014-05-01T07:00:00Z,U2 Flight Exposes Software Flaw in FAA Air Traffic Control System,Air traffic in four Western States affected by trouble with En Route Automation Modernization (ERAM) system,,,1,hours,1,,,,,US,Operational Failure,Government,National,Transportation,,http://spectrum.ieee.org/riskfactor/computing/it/report-claims-u2-to-blame-for-us-west-coast-airtraffic-outage,Report Claims Spy Plane to Blame for Air-Traffic Outage on U.S. West Coast,,,airport/port/customs systems,"US,Operational Failure,Government,National,Transportation,,,airport/port/customs systems,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2014-06-01T07:00:00Z,Heathrow Terminal 5 Has Multi-day Baggage System Problems,Thousands of passengers fly without bags,,,4,days,96,28000,,,,UK,Operational Failure,Commercial,,,Air Transport,http://spectrum.ieee.org/riskfactor/computing/it/thousands-of-bags-miss-flights-at-british-airways-heathrow-terminal-5-again,Thousands of Bags Miss Flights at Heathrow Terminal 5 Again,,,airport/port/customs systems,"UK,Operational Failure,Commercial,,,Air Transport,,airport/port/customs systems,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours,Impact - customers affected"
2014-12-01T07:00:00Z,UK NATS Software Problem Closes UK Airspace for Hours,"150 flights canceled, hundreds delayed over two days",,,2,days,48,,,,,UK,Operational Failure,Commercial,,,Air Transport,http://www.nytimes.com/2014/12/13/world/europe/london-air-traffic-glitch-closes-airspace-and-disrupts-flights.html?_r=0,London Air Traffic Glitch Closes Airspace and Disrupts Flights,,,airport/port/customs systems,"UK,Operational Failure,Commercial,,,Air Transport,,airport/port/customs systems,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2006-07-01T07:00:00Z,University of Wisconsin Cancels Payroll and Benefits System,$28.4 Million,,,,,,,28400000,$,USD,US,Project Failure,Government,State/Local,Education,,http://legis.wisconsin.gov/lab/reports/07-5Full.pdf,PDF File,,,"project termination/cancellation, payroll","US,Project Failure,Government,State/Local,Education,,$,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2007-07-01T07:00:00Z,Irish Health Services Executive Abandons €130 million Payroll System PPARS,Costs had climbed from €9 million to €130 million since 2005,,,,,,,130000000,€,EUR,Ireland,Project Failure,Government,National,Health and Human Services,,http://www.irishhealth.com/article.html?id=11805,HSE gives up on PPARS computer system,,,"payroll, health","Ireland,Project Failure,Government,National,Health and Human Services,,€,payroll, health,,,Impact - Raw,Impact - Qty,Impact - Currency"
2007-08-01T07:00:00Z,New $95 Million LA United School District Payroll System Doesn't Work,"Tens of thousands of teachers, cafeteria workers, classroom aides and others have been underpaid, overpaid or not paid at all",,,,,,50000,,,,US,Operational Failure,Government,State/Local,Education,,http://spectrum.ieee.org/riskfactor/computing/it/la_school_system_blunder,LA School System BLUNDER,,,payroll,"US,Operational Failure,Government,State/Local,Education,,,payroll,,,Impact - Raw,Impact - customers affected"
2007-12-01T07:00:00Z,LAUSD Payroll System Cost Jumps from $95 Million to $210 Million,Estimated new cost to fix botched system. Final tally was in fact $132.5 million.,,,,,,,132500000,$,USD,US,Operational Failure,Government,State/Local,Education,,http://spectrum.ieee.org/riskfactor/computing/it/lausd_payroll_system_from_95_m; http://www.dailynews.com/general-news/20071216/lausd-payroll-system-price-tag-balloons; http://articles.latimes.com/2008/nov/27/local/me-payroll27),LAUSD Payroll System: From $95 million to $210 million || LAUSD payroll system price tag balloons || District Settles Payroll Dispute,,,payroll,"US,Operational Failure,Government,State/Local,Education,,$,payroll,,,Impact - Raw,Impact - Qty,Impact - Currency"
2008-06-01T07:00:00Z,Swansea City Council Cancels £800K Payroll Project after £7 Million Cost Overrun,£8 Million Loss,,,,,,,8000000,£,GBP,UK,Project Failure,Government,State/Local,Information Technology,,http://spectrum.ieee.org/riskfactor/computing/it/how_do_you_create_a_8_million,"How Do You Create an Â£8 million IT Project? Start With an Â£819,000 Project",,,"project termination/cancellation, payroll","UK,Project Failure,Government,State/Local,Information Technology,,£,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2009-05-01T07:00:00Z,Computer errors hit Boston and Detroit City Worker Paychecks,"Over 20,000 Boston  and 15000 Detroit government workers didn't receive paychecks because of IT problems",,,,,,35000,,,,US,Operational Failure,Government,State/Local,Finance and Treasury,,http://spectrum.ieee.org/riskfactor/computing/it/city_worker_payrolls_hit_by_co,City Worker Payrolls Hit By Computer Problem,,,payroll,"US,Operational Failure,Government,State/Local,Finance and Treasury,,,payroll,,,Impact - Raw,Impact - customers affected"
2009-11-01T07:00:00Z,"Processing Error Withdraws Pension Checks of 66,000 Retired New York City Teachers",$189 Million accidentally sent back to state,,,,,,,1.89E+08,$,USD,US,Operational Failure,Government,State/Local,Education,,http://spectrum.ieee.org/riskfactor/computing/it/processing-error-withdraws-pension-checks-of-66000-retired-new-york-city-teachers,"""Processing Error"" Withdraws Pension Checks of 66,000 Retired New York City Teachers",,,payroll,"US,Operational Failure,Government,State/Local,Education,,$,,,,Impact - Raw,Impact - Qty,Impact - Currency"
2010-03-01T07:00:00Z,Queensland Health AU$101 Million Payroll System Rollout a Fiasco,Original cost was AU$6.2 Million,,,,,,,6200000,$,AUD,Australia,Operational Failure,Government,State/Local,Health and Human Services,,http://spectrum.ieee.org/riskfactor/computing/it/outstanding-success-or-nightmare-payroll-system-lawsuit-may-decide,"""Outstanding Success"" or Nightmare Payroll System: Lawsuit May Decide",,,"payroll, health","Australia,Operational Failure,Government,State/Local,Health and Human Services,,$,payroll, health,,,Impact - Raw,Impact - Qty,Impact - Currency"
2010-12-01T07:00:00Z,New York City CityTime Project Riddled with Fraud,Original cost was $63-68 Million; latest cost to complete $722 Million; most of the increase is claimed to be fraudulent charges,,,,,,,722000000,$,USD,US,Operational Failure,Government,State/Local,Finance and Treasury,,http://spectrum.ieee.org/riskfactor/computing/it/nyc-bigtime-citytime-fraud-charges-ripples-on,NYC BigTime CityTime Fraud Charges Ripples On,,,payroll,"US,Operational Failure,Government,State/Local,Finance and Treasury,,$,payroll,,,Impact - Raw,Impact - Qty,Impact - Currency"
2011-06-01T07:00:00Z,"US Government Files Fraud Charges over CityTime Billing, New York Wants SAIC to Pay Back $600 Million in Billings",Total project cost billed was $720 Million,,,,,,,7.20E+08,$,USD,US,Operational Failure,Government,State/Local,Finance and Treasury,,http://spectrum.ieee.org/riskfactor/computing/it/new-york-city-to-citytime-prime-contractor-saic-fork-over-our-600-million,New York City to CityTime Prime Contractor SAIC: Fork Over Our $600 Million,,,payroll,"US,Operational Failure,Government,State/Local,Finance and Treasury,,$,payroll,,,Impact - Raw,Impact - Qty,Impact - Currency"
2012-06-01T07:00:00Z,Queensland Health Payroll System Costs to Complete Rise to Over AU$500 Million; Original Budget was AU$6.2 Million,That doesn't include AU$837 Million needed to operate system over next 5 years,,,,,,,837000000,$,AUD,Australia,Operational Failure,Government,State/Local,Health and Human Services,,http://spectrum.ieee.org/riskfactor/computing/it/queensland-health-payroll-system-one-of-the-worst-it-projects-ever,A Mismanaged Australian Payroll System Is One of the Worst IT Projects Ever,,,"payroll, health","Australia,Operational Failure,Government,State/Local,Health and Human Services,,$,payroll, health,,,Impact - Raw,Impact - Qty,Impact - Currency"
2013-02-01T07:00:00Z,California Cancels $89.7 Million MyCalPAYS Payroll Modernization System,$50 Million spent but 5 Phase system development never made it past Phase 1,,,,,,,50000000,$,USD,US,Project Failure,Government,State/Local,Finance and Treasury,,http://spectrum.ieee.org/riskfactor/computing/it/californias-payroll-project-debacle-another-50-million-up-in-smoke,California’s Payroll Project Debacle: Another $50 Million Up in Smoke,,,"project termination/cancellation, payroll","US,Project Failure,Government,State/Local,Finance and Treasury,,$,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2007-08-01T07:00:00Z,Skype Software Update Takes it Down,Millions of users affected for two days,,,2,days,48,220000000,,,,Worldwide,Operational Failure,Commercial,,,Telecom,http://spectrum.ieee.org/riskfactor/computing/it/skype_scuppered; http://www.nytimes.com/2007/08/21/business/worldbusiness/21skype.html?pagewanted=print&_r=0; http://heartbeat.skype.com/2007/08/what_happened_on_august_16.html,Skype Scuppered || Restarts Cited in Skype Failure || What happened on August 16,,,telecom,"Worldwide,Operational Failure,Commercial,,,Telecom,,,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours,Impact - customers affected"
2008-02-01T07:00:00Z,BlackBerry Goes Dark Across North America,Software update blamed,,,2.5,hours,2.5,,,,,North America,Operational Failure,Commercial,,,Telecom,http://spectrum.ieee.org/tech-talk/semiconductors/devices/blackberry_service_outage_hits,BlackBerry Service Outage Hits North America,,BlackBerry,telecom,"North America,Operational Failure,Commercial,,,Telecom,,,BlackBerry,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2008-07-01T07:00:00Z,"Cut Optus Fibre Optic Cable Affect 1 Million Customers in Queensland, Australia","Cut causes major land line, mobile phone and internet shutdown for over four hours",,,4,hours,4,1000000,,,,Australia,Operational Failure,Commercial,,,Telecom,http://spectrum.ieee.org/riskfactor/computing/it/fun_in_the_land_of_oz,Fiber Optics Fun In the Land of Oz,,,telecom,"Australia,Operational Failure,Commercial,,,Telecom,,,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours,Impact - customers affected"
2008-12-01T07:00:00Z,Undersea Cables Damaged in Mediterranean Sea,"Internet, data and telephone communications disrupted for days across eastern Med region. A France Telecom report listed 14 countries affected by the current problem. The Maldives are 100 percent down, followed by India, which has 82 percent disruption. Qatar, Djibouti and the United Arab Emirates were the next most widely affected areas with about 70 percent service interrupted. Disruptions for Saudi Arabia, Egypt and Pakistan range from 51 percent to 55 percent. Note, the cables were repaired on 31 December 2008.",,,12,days,288,,,,,Egypt,Operational Failure,Commercial,,,Telecom,http://spectrum.ieee.org/riskfactor/computing/it/undersea_cables_damaged_in_med; http://www.wired.com/2008/12/mediterranean-c/; http://www.osa-opn.org/home/articles/volume_25/march_2014/features/sea_change_the_challenges_facing_submarine_optical/#.VXgrjvlVhBc,Undersea Cables Damaged in Med: Communications Disrupted || Undersea Cables Cut; 14 Countries Lose Web -- Updated || Sea Change: The Challenges Facing Submarine Optical Communications,,,telecom,"Egypt,Operational Failure,Commercial,,,Retail,,,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2009-09-01T07:00:00Z,Gmail Goes Down,"Down for about 2 hours, hits 150 Million users",,,2,hours,2,150000000,,,,Worldwide,Operational Failure,Commercial,,,Telecom,http://spectrum.ieee.org/riskfactor/computing/it/google-gmail-should-be-working-again,Google's Gmail Should Be Working Again,,,telecom,"Worldwide,Operational Failure,Commercial,,,Telecom,,,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours,Impact - customers affected"
2009-10-01T07:00:00Z,T-Mobile Temporarily Stops Selling Sidekick Phones after Massive  User Data Loss,Up to one Million Sidekick owners lost their data due to Microsoft data center issues,,,,,,1000000,,,,US,Operational Failure,Commercial,,,Telecom,http://spectrum.ieee.org/riskfactor/computing/it/tmobile-temporarily-stops-selling-sidekick-phones,T-Mobile Temporarily Stops Selling Sidekick Phones,,Microsoft,telecom,"US,Operational Failure,Commercial,,,Telecom,,,Microsoft,,Impact - Raw,Impact - customers affected"
2009-12-01T07:00:00Z,Blackberry Suffers Back to Back Outages,Messenger software update blamed,,,8,hours,8,1.80E+07,,,,US,Operational Failure,Commercial,,,Telecom,http://spectrum.ieee.org/riskfactor/telecom/wireless/blackberry-zeroing-in-on-cause-of-recent-outages; http://www.cnn.com/2009/TECH/12/23/blackberry.outage/; http://www.statista.com/statistics/232792/forecast-of-rim-users-in-the-us/,BlackBerry Zeroing In On Cause of Recent Outages || BlackBerry users hit by eight-hour outage || • Blackberry smartphone users in the U.S. 2010-2014,,BlackBerry,telecom,"US,Operational Failure,Commercial,,,Telecom,,,BlackBerry,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours,Impact - customers affected"
2010-12-01T07:00:00Z,Comcast Suffers Major East Coast Outage Lasting for 12 Hours,Server issue blamed,,,12,hours,12,,,,,US,Operational Failure,Commercial,,,Telecom,http://spectrum.ieee.org/riskfactor/telecom/internet/comcast-suffers-major-internet-outage,Comcast Suffers Major Internet Outage,,,telecom,"US,Operational Failure,Commercial,,,Telecom,,,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2011-04-01T07:00:00Z,Georgian Woman Accused of Accidentally Bringing Down Armenia's Internet with Shovel,75-year old likely scavenging for wiring to sell as scrap,,,12,hours,12,,,,,Georgia,Operational Failure,Commercial,,,Telecom,http://spectrum.ieee.org/riskfactor/telecom/internet/georgian-woman-accidentally-brings-down-armenias-internet,Georgian Woman Accidentally Brings Down Armenia's Internet,,,telecom,"Georgia,Operational Failure,Commercial,,,Retail,,,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2011-10-01T07:00:00Z,"BlackBerry Experiences Email and Internet Outages across Europe, the Middle East, and Africa","Server blamed for disruptions that last almost three days, over 70 Million customer affected",,,3,days,72,70000000,,,,EMEA,Operational Failure,Commercial,,,Telecom,http://spectrum.ieee.org/riskfactor/telecom/wireless/glitch-leaves-millions-of-blackberry-owners-without-email-internet,Continuing Problem Leaves Millions of BlackBerry Owners Across Globe Without Email and Internet,,BlackBerry,telecom,"EMEA,Operational Failure,Commercial,,,Telecom,,,BlackBerry,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours,Impact - customers affected"
2012-07-01T07:00:00Z,France Telecom Mobile 12 Hour Outage Affects 26 Million Subscribers,Compensation costs $25 Million,,,12,hours,12,26000000,25000000,$,USD,France,Operational Failure,Commercial,,,Telecom,http://spectrum.ieee.org/riskfactor/telecom/wireless/france-tlcom-mobile-network-outage-affecting-26-million-subscribers-angers-government-ministers,"France Télécom Mobile Network Outage Affecting 26 Million Subscribers, Angers Government Ministers",,,telecom,"France,Operational Failure,Commercial,,,Telecom,$,,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours,Impact - customers affected,Impact - Qty,Impact - Currency"
2012-09-01T07:00:00Z,"Blackberry Email and Internet Disrupted for Three Hours in Europe, the Middle East and Africa","""Service issue"" blamed",,,3,hours,3,,,,,EMEA,Operational Failure,Commercial,,,Telecom,http://spectrum.ieee.org/riskfactor/telecom/wireless/blackberry-service-issue-underscores-apple-iphone-5-launch,Blackberry “Service Issue” Underscores Apple iPhone 5 Launch,,BlackBerry,telecom,"EMEA,Operational Failure,Commercial,,,Telecom,,,BlackBerry,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2014-04-01T07:00:00Z,"911 Outage Hits Oregon, Washington and 5 Other States","Outage last 7 hours overall, caused by software alarm glitch",,,7,hours,7,,,,,US,Operational Failure,Government,State/Local,Law Enforcement,Telecom,http://spectrum.ieee.org/riskfactor/computing/it/911-outages-hit-washington-state-parts-of-oregon,"911 Outages Hit Washington State, Parts of Oregon",,,telecom,"US,Operational Failure,Government,State/Local,Law Enforcement,Telecom,,,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2005-03-01T07:00:00Z,FBI Cancels Virtual Case File System,$170 Million,,,,,,,1.70E+08,$,USD,US,Project Failure,Government,National,Law Enforcement,,http://www.computerworld.com/article/2569344/app-development/fbi-scuttles--170m-system-for-managing-investigations.html,FBI Scuttles $170M System for Managing Investigations,FBI VCF/Sentinel,,project termination/cancellation,"US,Project Failure,Government,National,Law Enforcement,,$,project termination/cancellation,,FBI VCF/Sentinel,Impact - Raw,Impact - Qty,Impact - Currency"
2005-12-01T07:00:00Z,Colorado Department of Labor & Employment’s Terminates State Unemployment IT Project Genesis,$41 Million,,,,,,,41000000,$,USD,US,Project Failure,Government,State/Local,Labor,,http://www.leg.state.co.us/osa/coauditor1.nsf/All/22147172A4CF63D787257331006E6610/$FILE/1778%20Genesis%20Project%20Perf%20MEMO%208-6-07.pdf,PDF File,,,project termination/cancellation,"US,Project Failure,Government,State/Local,Labor,,$,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2005-12-01T07:00:00Z,US DHS Cancels eMerge2 Program,$18.3 Million,,,,,,,1.83E+07,$,USD,US,Project Failure,Government,National,Law Enforcement,,http://fcw.com/articles/2006/03/30/emerge2s-failure-sends-dhs-back-to-drawing-board.aspx?admgarea=TC_Management,EMERGE2's failure sends DHS back to drawing board -- FCW,,,project termination/cancellation,"US,Project Failure,Government,National,Law Enforcement,,$,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2006-01-01T07:00:00Z,FBI Terminates Laboratory Information Management System Project,$1.2 Million (project two years late),,,,,,,1200000,$,USD,US,Project Failure,Government,National,Law Enforcement,,http://www.justice.gov/oig/reports/FBI/a0633/final.pdf,PDF File,,,project termination/cancellation,"US,Project Failure,Government,National,Law Enforcement,,$,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2006-07-01T07:00:00Z,US Treasury Dept. Cancels $15.1 Million BSA Direct R&S Project,$14.1 Million wasted,,,,,,,14100000,$,USD,US,Project Failure,Government,National,Finance and Treasury,,http://www.fincen.gov/news_room/nr/html/20060713.html,FinCEN Halts BSA Direct Retrieval and Sharing Project,,,project termination/cancellation,"US,Project Failure,Government,National,Finance and Treasury,,$,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2006-07-01T07:00:00Z,UK Terminates Child Support Agency after IT System Failure,£456m,,,,,,,456000000,£,GBP,UK,Project Failure,Government,National,Health and Human Services,,http://www.computerweekly.com/news/2240077941/IT-failures-help-speed-demise-of-Child-Support-Agency,IT failures help speed demise of Child Support Agency,,,project termination/cancellation,"UK,Project Failure,Government,National,Health and Human Services,,£,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2006-09-01T07:00:00Z,UK Scraps Department of Work  and Pensions Benefits Processing Replacement Programme,£141 Million,,,,,,,1.41E+08,£,GBP,UK,Project Failure,Government,National,Labor,,http://www.computerweekly.com/news/2240078312/DWP-shelves-140m-benefits-processing-system,DWP shelves £140m benefits processing system,,,project termination/cancellation,"UK,Project Failure,Government,National,Labor,,£,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2007-02-01T07:00:00Z,Wisconsin Pulls Plug on $41.2 Million  EnAbles  Unemployment Insurance Project,$23.6 Million spent on system which was supposed to be built over 7 phases; phase 1 worked and cost $13 Million; phase 2 never worked and cost $10 Million,,,,,,,23600000,$,USD,US,Project Failure,Government,State/Local,Labor,,http://www.jsonline.com/news/wisconsin/29386584.html,State scraps computer project,,,project termination/cancellation,"US,Project Failure,Government,State/Local,Labor,,$,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2007-03-01T07:00:00Z,RCMP Canadian Firearms Program Cancelled,CN$81 Million,,,,,,,8.10E+07,$,CAD,Canada,Project Failure,Government,National,Law Enforcement,,http://www.thestar.com/news/2007/11/08/gun_registry_contract_cancelled_after_81m_spent.html?app=noRedirect,Gun registry contract cancelled after $81M spent,,,project termination/cancellation,"Canada,Project Failure,Government,National,Law Enforcement,,$,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2007-07-01T07:00:00Z,Australia Cancels AU$4.5 Million FireLink Wildfire Communications System Project,AU$4.5 million,,,,,,,4.50E+06,$,AUD,Australia,Project Failure,Government,National,Law Enforcement,,http://www.abc.net.au/news/2007-07-13/act-firelink-system-waste-of-money/2501524,ABC News (Australian Broadcasting Corporation),,,project termination/cancellation,"Australia,Project Failure,Government,National,Law Enforcement,,$,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2008-01-01T07:00:00Z,UK Cancels $750 Million C-NOMIS Prison IT System,£205 Million cost to cancel,,,,,,,205000000,£,GBP,UK,Project Failure,Government,National,Law Enforcement,,http://spectrum.ieee.org/riskfactor/computing/it/uk_cancels_750_million_prison,UK Cancels $750 million Prison IT Project,,,project termination/cancellation,"UK,Project Failure,Government,National,Law Enforcement,,£,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2008-03-01T07:00:00Z,Australian Super Seasprite Helo Electronic Upgrade Cancelled,AU$1.3 Billion,,,,,,,1300000000,$,AUD,Australia,Project Failure,Government,National,Defense and Veterans Affairs,,http://spectrum.ieee.org/riskfactor/computing/it/it_mercy_rule_called_seasprite,IT Mercy Rule Called: Seasprite Contact Cancelled,,,project termination/cancellation,"Australia,Project Failure,Government,National,Defense and Veterans Affairs,,$,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2009-06-01T07:00:00Z,DoD Cancels $26 Billion Transformational Satellite Program,"$2 billion spent on program - cost basically doubled initial $12-15 billion estimates - official termination was June 2009, but DefSec Gates made decision in April 2009",,,,,,,2.00E+09,$,USD,US,Project Failure,Government,National,Defense and Veterans Affairs,,http://www.defense.gov/Contracts/Contract.aspx?ContractID=4043,"Defense.gov Contracts for Monday, June 08, 2009",,,project termination/cancellation,"US,Project Failure,Government,National,Defense and Veterans Affairs,,$,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2009-06-01T07:00:00Z,$200 Billion US Army Future Combat System Program Terminated,$18 Billion spent,,,,,,,1.80E+10,$,USD,US,Project Failure,Government,National,Defense and Veterans Affairs,,http://spectrum.ieee.org/riskfactor/computing/it/us-army-future-combat-systems-program-formally-terminated,US Army's Future Combat Systems Program Formally Terminated,,,project termination/cancellation,"US,Project Failure,Government,National,Defense and Veterans Affairs,,$,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2009-09-01T07:00:00Z,VA Scraps $167 Million Scheduling Replacement Projecect After 9 Years,$127 million written off,,,,,,,127000000,$,USD,US,Project Failure,Government,National,Defense and Veterans Affairs,,http://www.gao.gov/new.items/d10579.pdf,PDF File,,,project termination/cancellation,"US,Project Failure,Government,National,Defense and Veterans Affairs,,$,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
